ID,NAME,PROF,TIME1,TIME2,CREDITS,YEAR
PM1016-01,재즈시창청음1,신유신,화 09:30-13:20 (예B122),,3,1
PM1012-00,재즈화성법1,전윤한,수 13:30-16:20 (예B123),,3,1
PM1012-01,재즈화성법1,배장은,목 13:30-16:20 (예B122),,3,1
PM1014-00,피아노클래스1,강지은,월 09:30-13:20 (예B122),,3,1
PM1014-01,피아노클래스1,배장은,목 09:30-13:20 (예B122),,3,1
CA2018-00,도자성형3,최정미,화 13:30-17:20 (도206),,3,2
CA3017-00,도자제품브랜드,방창현,금 09:00-12:50 (예116),,3,3
CA4001-00,SeniorProject I-A,여화선,월 13:30-17:20 (도B107),,3,4
CA4001-01,SeniorProject I-A,여화선,수 13:30-17:20 (도B107),,3,4
CA4002-00,SeniorProject I-B,방창현,월 09:00-12:50 (도B107),,3,4
CA4002-01,SeniorProject I-B,방창현,목 13:30-17:20 (예115),,3,4
CA3024-00,기초유리-Cold Working,이정원,금 13:30-17:20 (유리실),,3,3
CA2012-00,도자사,김승욱,수 13:30-16:15 (예115),,3,2
CA3022-00,도자융합스튜디오,정용현,화 13:30-17:20 (도204),,3,3
CA2019-00,물레성형응용,김호정,목 09:00-12:50 (도107),,3,2
CA2006-00,석고기법,이해정,수 09:00-12:50 (도206),,3,2
CA3018-00,소성기법연구,장다연,수 09:00-12:50 (도B107),,3,3
CA3011-00,스튜디오웨어,김승욱,목 13:30-17:20 (도B107),,3,3
CA4011-00,스튜디오창업,문희수,수 09:00-11:45 (예115),,3,4
CA2004-00,혼합매체연구,허지예,월 13:30-17:20 (도206),,3,2
CA1007-00,도자성형1,권은영,월 09:00-12:50 (도105),,3,1
CA1007-01,도자성형1,조연예,화 09:00-12:50 (도105),,3,1
CA1006-00,표현연습,이진원,수 09:00-12:50 (예116),,3,1
CA1006-01,표현연습,이정후,수 13:30-17:20 (예116),,3,1
DC417-00,졸업논문(디지털콘텐츠학),김숭현,- (),,0,4
DC201-00,3D모델링,김숭현,목 13:30-17:20 (예102),,3,2
DC201-01,3D모델링,김숭현,수 13:30-17:20 (예706),,3,2
DC331-00,3D모션그래픽스,송상욱,수 09:00-12:50 (예706),,3,3
DC301-00,3D캐릭터모델링,강태흔,화 09:00-12:50 (예706),,3,3
DC303-00,VFX제작,김상준,목 09:00-12:50 (예706),,3,3
DC332-00,가상현실디자인,강태흔,금 09:00-12:50 (예706),,3,3
DC318-00,게임디자인,정범연,화 13:30-17:20 (예705),,3,3
DC404-00,게임프로젝트,김숭현,화 13:30-17:20 (예702),,3,4
DC302-00,모션그래픽스,김혜경,수 13:30-17:20 (예704),,3,3
DC402-00,미디어디자인프로젝트,김혜경,목 13:30-17:20 (예702),,3,4
DC202-00,비주얼디자인,신선영,화 09:00-12:50 (예705),,3,2
DC207-00,사운드디자인,조남준,금 09:00-12:50 (예705),,3,2
DC205-00,스토리텔링,노재학,월 09:00-12:50 (예704),,3,2
DC205-01,스토리텔링,우제승,수 09:00-12:50 (예702),,3,2
DC219-00,애니메이션연구,장우린,월 13:30-17:20 (예706),,3,2
DC401-00,애니메이션프로젝트,장우린,수 13:30-17:20 (예702),,3,4
DC403-00,영상프로젝트,이태훈,금 13:30-17:20 (예702),,3,4
DC316-00,웹툰,박연조,금 13:30-17:20 (예706),,3,3
DC213-00,인터랙티브 미디어 디자인,최형인,목 09:00-12:50 (예705),,3,2
DC204-00,촬영기법,이태훈,화 13:30-17:20 (예704),,3,2
DC424-00,캡스톤디자인(디지털콘텐츠)1,김혜경,목 10:00-12:50 (예702),,3,4
FD116-00,콘텐츠디자인기초,최형인,목 13:30-17:20 (예705),,3,1
FD118-00,2D디자인,한정화,화 13:30-17:20 (예224),,3,1
FD101-01,드로잉,황연주,월 13:30-17:20 (예115),,3,1
FD105-00,디지털디자인,김연희,화 09:00-12:50 (예225),,3,1
ID2003-00,기초산업디자인I,박소희,화 13:30-17:20 (예306),,3,2
ID2003-01,기초산업디자인I,우병수,목 09:00-12:50 (예306),,3,2
ID3014-00,실내공간디자인1,최유식,화 09:00-12:50 (예305),,3,3
ID2013-00,조형디자인1,장광집,수 09:00-12:50 (예306),,3,2
ID2013-01,조형디자인1,김선철 / 황철호,월 13:30-17:20 (예306),,3,2
ID4012-00,졸업논문(산업디자인학전공),이동민,#NAME?,,0,4
ID2019-00,디지털입체디자인1,우병수,목 13:30-17:20 (예306),,3,2
ID2023-00,리빙제품디자인,이한각,월 09:00-12:50 (예306),,3,2
ID3013-00,모빌리티디자인1,이재현,목 13:30-17:20 (예305),,3,3
ID4017-00,미래공간디자인1,소병완,화 09:00-12:50 (예315),,3,4
ID2001-00,산업디자인사,장광집,수 13:30-17:20 (예306),,3,2
ID4019-00,산업디자인종합설계1,이동민,화 13:30-16:20 (예315),,3,4
ID4019-01,산업디자인종합설계1,김유빈,월 13:30-16:20 (예315),,3,4
ID4015-00,스마트융합디자인1,이동민,수 09:00-12:50 (예315),,3,4
ID4015-01,스마트융합디자인1,이동민,수 13:30-17:20 (예315),,3,4
ID3015-00,이노베이티브디자인1,윤상원,수 15:00-18:50 (예305),,3,3
ID4014-00,인공지능증강디자인1,김선철,목 09:00-12:50 (예315),,3,4
ID4014-01,인공지능증강디자인1,김선철,목 13:30-17:20 (예315),,3,4
FD101-02,드로잉,장광집,목 09:00-12:50 (예117),,3,1
FD105-01,디지털디자인,장주영,수 09:00-12:50 (예224),,3,1
FD112-00,산업디자인리서치,박소희,화 09:00-11:45 (예306),,3,1
FD111-01,입체디자인,심민섭,화 13:30-17:20 (예305),,3,1
FD103-00,평면디자인,김진영,수 13:30-17:20 (예224),,3,1
VID3002-00,광고디자인,박장훈,목 13:30-17:20 (예401),,3,3
VID3009-00,디자인기획과실무,신지영,화 13:30-16:20 (예401),,3,3
VID2022-00,디자인씽킹,정지연 / 김현영,수 15:30-17:20 (예401),수 13:30-15:30 (예401),3,2
VID3020-00,디자인특강,정연중 / 신소현,금 09:00-12:50 (예401),,3,3
VID3032-00,브랜드패키지디자인,박상희,월 13:30-17:20 (예401),,3,3
VID1003-00,사진1,이재용,수 09:00-12:50 (예405),,3,2
VID3034-00,사진2,이재용,수 13:30-17:20 (예405),,3,3
VID4026-00,시각디자인졸업스튜디오1,장미경,월 13:30-17:20 (예415),,3,4
VID4026-01,시각디자인졸업스튜디오1,장미경,수 13:30-17:20 (예415),,3,4
VID4027-00,시각디자인졸업스튜디오2,정지연,목 09:00-12:50 (예415),,3,4
VID4028-00,시각디자인졸업스튜디오3,김정우,금 09:00-12:50 (예415),,3,4
VID3038-00,아이덴티티디자인,한희석,목 09:00-12:50 (예401),,3,3
VID2024-00,영상과미디어,이성범,금 13:30-17:20 (예405),,3,2
VID3011-00,인터렉티브콘텐츠디자인1,김태경,금 13:30-17:20 (예224),,3,3
VID2007-00,일러스트레이션&미디어,황하석,월 09:00-12:50 (예405),,3,2
VID2007-01,일러스트레이션&미디어,한세진,월 13:30-17:20 (예405),,3,2
VID3015-00,캐릭터개발연구,한세진,월 09:00-12:50 (예401),,3,3
VID3037-00,캡스톤디자인(시각디자인학)1,김은정 / 이재용,화 14:00-17:00 (예415),,3,4
VID3037-01,캡스톤디자인(시각디자인학)1,박상희,목 13:30-15:00 (예415),목 15:00-16:20 (예415),3,4
VID2002-00,크리에이티브디자인1,이도의,화 09:00-12:50 (예405),,3,2
VID2011-00,타이포그래피,장수영,화 13:30-17:20 (예405),,3,2
VID3031-00,편집디자인,박지훈,화 09:00-12:50 (예402),,3,3
VID3031-02,편집디자인,이미나,수 09:00-12:50 (예402),,3,3
FD101-03,드로잉,김경주,목 09:00-12:50 (예115),,3,1
FD105-02,디지털디자인,정경아,수 13:30-17:20 (예225),,3,1
FD113-00,시각디자인연구,김현영,월 10:00-12:50 (예402),,3,1
FD111-02,입체디자인,김경주,목 13:30-17:20 (예117),,3,1
FD103-01,평면디자인,김은정,월 13:30-17:20 (예117),,3,1
FT1071-00,극장스태프와무대미술,봉하일,화 10:00-11:50 (예224),,1,1
FT2066-00,극장스태프와조명2,강소진,월 11:30-13:20 (예B167),,1,2
FT3080-00,세계연극사,임승태,화 13:30-16:15 (예B139),,3,3
FT2011-00,영화촬영기초,이강민,수 14:30-18:20 (예B139),,2,2
FT4075-00,제작실습1,이영석,월 18:00-21:50 (예B142),화 20:00-21:50 (예B142),3,4
FT4071-00,졸업논문(연극영화전공),이영석,- (),,0,4
FT4057-00,캡스톤디자인1(연극영화학),김재성,목 13:30-16:20 (예B139),,3,4
FT3081-00,고급시나리오창작,유은정,목 13:30-17:20 (예B167),,3,3
FT1073-00,노래해석과연기,김정민 / 손영진,금 11:30-13:20 (예B142),금 09:30-11:20 (예B142),2,1
FT3086-00,독립심화학습1(연극영화학),이영석,월 09:30-12:30 (예B166),,3,3
FT3086-01,독립심화학습1(연극영화학),이영석,월 09:30-12:30 (예B166),,3,3
FT2023-00,디지털편집실습,안준성,금 09:00-12:50 (예225),,3,2
FT2081-00,무브먼트1,정도영 / 신상락,월 13:30-16:20 (예B142),월 16:30-17:20 (예B142),2,2
FT2079-00,뮤지컬보컬3,신동아 / 이서현,화 13:30-15:20 (예B166),화 15:30-17:20 (예B166),2,2
FT2079-01,뮤지컬보컬3,이은혜,화 13:30-17:20 (예B132),,2,2
FT2070-00,뮤지컬워크숍,이나현 / 장한새,수 18:00-19:50 (예B166),수 20:00-21:50 (예B166),2,2
FT3078-00,뮤지컬융복합창작실습,김정민,금 13:30-17:20 (예B142),,2,3
FT2075-00,뮤지컬장르분석,이은혜,수 10:30-16:20 (예117),,3,2
FT2068-00,연극연기1,박종현,목 09:30-13:20 (예B164),,2,2
FT3076-00,연극연기3,권미나,금 09:30-13:20 (예B166),,2,3
FT3041-00,영상마케팅,최호진,목 09:00-12:50 (예B139),,3,3
FT3043-00,영화제작실습,이준학,금 13:30-17:20 (예B139),,3,3
FT3039-00,영화편집연구,김정호,화 13:30-17:20 (예B167),,3,3
FT4080-00,오디션테크닉,김규진 / 김상중,금 11:30-13:20 (예B132),금 09:30-11:20 (예B132),2,4
FT2076-00,초급영화이론,이효인,월 13:30-17:20 (예B139),,3,2
FT4074-00,카메라연기와촬영2,박종현,목 13:30-17:20 (예B166),,2,4
FT3035-00,현대영화이론,박진형,월 13:30-17:20 (예B167),,3,3
FT1081-00,뮤지컬보컬1,김수진 / 손영진,월 13:30-15:20 (예B166),월 15:30-17:20 (예B166),2,1
FT1075-00,연극문헌과연기,김규진,목 13:30-17:20 (예B142),,2,1
FT1003-00,영화사,김정호,금 13:30-17:20 (예B167),,3,1
FT1001-00,이미지와사운드,김재성,수 13:30-17:20 (예B167),,3,1
FT1079-00,화술1,권미나,목 09:00-12:50 (예B166),,2,1
EDU3342-G00,교과교수법(연극영화),이은혜,금 18:00-21:00 (예B132),,3,3
EDU3166-G00,교과교육론(연극영화),양윤모,화 18:00-20:50 (예B139),,3,3
TC426-00,졸업논문(의류디자인전공),김차현,- (),,0,4
TC202-00,텍스타일디자인I,이채영 / 김선하,목 10:00-13:50 (예607),,3,2
TC202-01,텍스타일디자인I,김선하,목 14:30-18:20 (예607),,3,2
TC313-00,패션스튜디오1,최정욱 / 이규선,월 09:00-10:50 (예605),월 11:00-12:50 (예605),3,3
TC313-01,패션스튜디오1,최정욱 / 이규선,월 14:00-15:50 (예605),월 16:00-17:50 (예605),3,3
TC205-00,디자인드로잉1,이경아,화 10:30-14:20 (예607),,3,2
TC324-00,비주얼머천다이징실무,양숙경,목 15:00-17:45 (예615),,2,3
TC208-00,염색및염색공예,한기창,월 09:30-13:20 (예603),,3,2
TC321-00,웨어러블테크놀로지,최정욱 / 이하은,화 14:00-15:50 (예608),화 16:00-17:50 (예608),3,3
TC427-00,의류디자인연구논문,양선정,화 10:00-13:50 (예608),,3,4
TC316-00,의류상품기획,김선하 / 양선정,수 13:50-17:40 (예607),,3,3
TC317-00,의류제품품질관리,이은혜,목 10:00-13:50 (예615),,3,3
TC209-00,직조디자인,한기창,수 09:30-13:20 (예603),,3,2
TC430-00,코디디자인,김차현,목 10:00-13:50 (예605),,3,4
TC318-00,텍스타일CAD,이채영,금 10:00-13:50 (예608),,3,3
TC319-00,텍스타일가공과디자인,한기창,화 09:30-13:20 (예603),,3,3
TC211-00,패션디자인,김차현,화 15:00-18:50 (예607),,3,2
TC433-00,포트폴리오,유선애,수 09:30-13:20 (예605),,3,4
TC433-01,포트폴리오,김차현,수 14:30-18:20 (예605),,3,4
TC434-00,홈퍼니싱스타일링,김숙현,금 10:30-13:15 (예605),,2,4
FD101-00,드로잉,이정은,화 09:00-12:50 (예115),,3,1
FD101-04,드로잉,이정은,화 13:30-17:20 (예115),,3,1
FD111-00,입체디자인,이하은,화 09:00-12:50 (예116),,3,1
FD111-03,입체디자인,김숙현,화 13:30-17:20 (예116),,3,1
EDU3343-G00,교과교수법(의상),전미연,금 14:00-16:45 (예615),,3,3
EDU3110-G00,교과교육론(의상),전미연,금 17:00-19:45 (예615),,3,3
LA213-00,조경설계1,전진현,금 09:00-12:50 (예502),,3,2
LA213-01,조경설계1,김미연,금 09:00-12:50 (예505),,3,2
LA332-00,조경설계3,김신원,목 13:30-17:20 (예502),,3,3
LA332-01,조경설계3,이하나,목 13:30-17:20 (예505),,3,3
LA420-00,졸업논문(환경조경디자인학),민병욱,- (),,0,4
LA337-00,경관의해석및재현,안동혁,화 13:30-16:15 (예505),,3,3
LA339-00,독립심화학습1(환경조경디자인학),김신원,화 17:30-20:15 (예506),,3,3
LA339-01,독립심화학습1(환경조경디자인학),민병욱,월 13:30-16:15 (예511),,3,3
LA339-02,독립심화학습1(환경조경디자인학),김신원,화 17:30-20:15 (예506),,3,3
LA339-03,독립심화학습1(환경조경디자인학),김신원,화 17:30-20:15 (예506),,3,3
LA212-00,디지털디자인미디어2,전진현,목 09:00-12:50 (예224),,3,2
LA212-01,디지털디자인미디어2,나성진,목 09:00-12:50 (예225),,3,2
LA204-00,서양조경사,황주영,월 13:30-16:15 (예118),,3,2
LA316-00,조경공학,박경의,금 13:30-16:15 (예505),,3,3
LA101-00,조경디자인랭귀지,안정명,수 13:30-17:20 (예502),,3,1
LA101-01,조경디자인랭귀지,김미래,수 13:30-17:20 (예505),,3,1
LA334-00,조경세미나1,민병욱,월 09:00-11:45 (예505),,3,3
LA216-00,조경수목학,김진오,월 09:00-11:45 (예506),,3,2
LA427-00,조경제도와정책,고하정,수 09:00-11:45 (예506),,3,4
LA428-00,캡스톤디자인1(환경조경디자인),김신원,화 13:30-17:20 (예506),,3,4
LA428-01,캡스톤디자인1(환경조경디자인),김진오,화 09:00-12:50 (예505),,3,4
LA428-02,캡스톤디자인1(환경조경디자인),민병욱,화 13:30-17:20 (예502),,3,4
LA428-03,캡스톤디자인1(환경조경디자인),전진현,화 09:00-12:50 (예506),,3,4
LA336-00,환경심리행태론,박지영,수 09:00-11:45 (예505),,3,3
FD117-00,조형아이디어,김준현,화 09:00-12:50 (예117),,3,1
FD117-01,조형아이디어,윤효선,화 13:30-17:20 (예117),,3,1
FD114-00,환경조경학의이해,우경숙,월 13:30-16:15 (예502),,3,1
EDU3184-G01,"교과교육론(식물자원,조경)",김진오,월 13:30-16:15 (예501),,3,3
ELC204-00,Critical Reading and Writing 2,Todd Christopher Mcgowan,월 16:30-17:45 (외201),수 16:30-17:45 (외201),3,2
ELC204-01,Critical Reading and Writing 2,Todd Christopher Mcgowan,화 13:30-14:45 (외201),목 13:30-14:45 (외201),3,2
ELC203-00,Speech and Discussion 2,Peggy Cho,월 12:00-13:15 (외202),수 12:00-13:15 (외202),3,2
ELC203-01,Speech and Discussion 2,Peggy Cho,화 13:30-14:45 (외202),목 13:30-14:45 (외202),3,2
ELC203-02,Speech and Discussion 2,Todd Christopher Mcgowan,화 15:00-16:15 (외201),목 15:00-16:15 (외201),3,2
ELC202-00,문화연구입문,이택광,화 10:30-11:45 (외305),목 10:30-11:45 (외305),3,2
ELC201-00,영문학입문,김상욱,월 09:00-10:15 (외306),수 09:00-10:15 (외306),3,2
ELC205-00,영어학입문,윤재학,월 10:30-11:45 (외305),수 10:30-11:45 (외305),3,2
ELC205-01,영어학입문,이한규,화 09:00-10:15 (외308),목 09:00-10:15 (외308),3,2
ELC103-00,Critical Reading and Writing 1,Todd Christopher Mcgowan,월 13:30-14:45 (외202),수 13:30-14:45 (외202),3,1
ELC103-01,Critical Reading and Writing 1,Todd Christopher Mcgowan,화 10:30-11:45 (외201),목 10:30-11:45 (외201),3,1
ELC104-00,Speech and Discussion 1,Peggy Cho,월 10:30-11:45 (외202),수 10:30-11:45 (외202),3,1
ELC481-00,비즈니스커뮤니케이션2,Peggy Cho,화 12:00-13:15 (외202),목 12:00-13:15 (외202),3,4
ELC101-00,실용영문법,강희연,금 09:00-11:45 (외401),,3,1
ELC105-00,영국역사와문화,김상욱,월 15:00-16:15 (외306),수 15:00-16:15 (외306),3,1
EDU3121-G00,교과교육론(영어),성기완,화 15:00-16:15 (외303),목 15:00-16:15 (외303),3,3
ELC400-00,졸업논문(영미문화),이택광,- (),,0,4
ELC464-00,문화특강,김지은,월 10:30-13:15 (외402),,3,4
ELC411-00,문화프로젝트(캡스톤디자인),이택광,화 13:30-16:15 (외305),,3,4
ELC253-00,세계화와다문화주의,Jason Barker,월 13:30-14:45 (외412),수 13:30-14:45 (외412),3,2
ELC354-00,영국영화연구,Jason Barker,월 15:00-16:15 (외412),수 15:00-16:15 (외412),3,3
ELC356-00,영미뮤지컬,최승연,화 13:30-16:15 (외204),,3,3
ELC359-00,영상문화와기술,심효원,금 10:30-13:15 (외402),,3,3
ELC484-00,졸업논문(영미어문),김상욱,- (),,0,4
ELC410-00,어문프로젝트(캡스톤디자인),김상욱,화 15:00-17:45 (외202),,3,4
ELC311-00,언어와사회,이한규,화 10:30-11:45 (외308),목 10:30-11:45 (외308),3,3
ELC374-00,영어교육과정과평가,성기완 / 윤서영,화 13:30-14:45 (외406),목 13:30-14:45 (외406),3,3
ELC301-00,현대영문법,윤재학,월 13:30-14:45 (외305),수 13:30-14:45 (외305),3,3
RU2103-00,러시아어문법1,Budnikova Galina Aleksandrovna,금 09:00-10:15 (외407),금 10:30-11:45 (외407),3,2
RU2103-01,러시아어문법1,Brichenkova Elena,금 09:00-10:15 (외301),금 10:30-11:45 (외301),3,2
RU4400-00,졸업논문(러시아어전공),권세은,- (),,0,4
RU2108-00,IT활용 러시아어,최행규,월 12:00-13:15 (외305),수 12:00-13:15 (외305),3,2
RU2202-00,러시아문학과사회,안지영,화 13:30-14:45 (외404),목 13:30-14:45 (외404),3,2
RU2201-00,러시아문학의이해,안병용,월 16:30-17:45 (외408(김우화 강의실)),수 16:30-17:45 (외408(김우화 강의실)),3,2
RU4305-00,러시아문화콘텐츠,최행규,화 15:00-16:15 (외302),목 15:00-16:15 (외302),3,4
RU1103-00,러시아어1,안지영,월 10:30-11:45 (외301),수 10:30-11:45 (외301),3,1
RU1103-01,러시아어1,안병용,월 10:30-11:45 (외408(김우화 강의실)),수 10:30-11:45 (외408(김우화 강의실)),3,1
RU1103-02,러시아어1,한현희,월 15:00-16:15 (외301),수 15:00-16:15 (외301),3,1
RU2304-00,러시아어문화읽기,안병용,화 16:30-17:45 (외407),목 16:30-17:45 (외407),3,2
RU1101-00,러시아어회화1,Brichenkova Elena,화 09:00-10:15 (외301),목 09:00-10:15 (외301),3,1
RU1101-01,러시아어회화1,Budnikova Galina Aleksandrovna,화 09:00-10:15 (외407),목 09:00-10:15 (외407),3,1
RU1101-02,러시아어회화1,Brichenkova Elena,월 09:00-10:15 (외301),수 09:00-10:15 (외301),3,1
RU2101-00,러시아어회화3,Budnikova Galina Aleksandrovna,화 10:30-11:45 (외407),목 10:30-11:45 (외407),3,2
RU2101-01,러시아어회화3,Brichenkova Elena,화 10:30-11:45 (외301),목 10:30-11:45 (외301),3,2
RU3101-00,러시아어회화5,Budnikova Galina Aleksandrovna,월 09:00-10:15 (외407),수 09:00-10:15 (외407),3,3
RU3202-00,러시아영상예술,최행규,월 15:00-16:15 (외401),수 15:00-16:15 (외401),3,3
RU1301-00,러시아학입문,권세은,월 13:30-14:45 (외406),수 13:30-14:45 (외406),3,1
RU4402-00,캡스톤디자인(러시아연구),권세은,화 12:00-13:15 (외402),목 12:00-13:15 (외402),3,4
RU3304-00,한국과러시아,권세은,월 10:30-11:45 (외406),수 10:30-11:45 (외406),3,3
RU4104-00,한러통번역연습,한현희,월 13:30-14:45 (외301),수 13:30-14:45 (외301),3,4
ESP351-00,스페인어B2회화,Merce Mundet Tarrago / 만틸자 산체스 카테리네,화 16:30-17:45 (외308),목 16:30-17:45 (외308),3,3
ESP437-00,졸업논문(스페인어전공),권미선,- (),,0,4
ESP318-00,라틴아메리카고대문명과원주민문화,송영복,월 12:00-13:15 (외302),수 12:00-13:15 (외302),3,3
ESP328-00,라틴아메리카붐소설,황수현,월 10:30-11:45 (외407),수 10:30-11:45 (외407),3,3
ESP334-00,미국히스패닉의세계,박정원,화 12:00-13:15 (외401),목 12:00-13:15 (외401),3,3
ESP101-00,스페인어A1문법,김찬기,월 10:30-11:45 (외201),수 10:30-11:45 (외201),3,1
ESP101-01,스페인어A1문법,권미선,화 12:00-13:15 (외204),목 12:00-13:15 (외204),3,1
ESP105-02,스페인어A1회화,Merce Mundet Tarrago / 만틸자 산체스 카테리네,화 13:30-14:45 (외308),목 13:30-14:45 (외308),3,1
ESP105-03,스페인어A1회화,송영복 / Merce Mundet Tarrago,월 13:30-14:45 (외402),수 13:30-14:45 (외402),3,1
ESP203-00,스페인어B1문법,정원석,월 10:30-11:45 (외204),수 10:30-11:45 (외204),3,2
ESP207-00,스페인어B1회화,정원석 / Merce Mundet Tarrago,월 15:00-16:15 (외402),수 15:00-16:15 (외402),3,2
ESP349-00,스페인어권도시와스토리텔링,박정원,화 13:30-14:45 (외403),목 13:30-14:45 (외403),3,3
ESP348-00,스페인어미디어번역,권미선,화 15:00-16:15 (외308),목 15:00-16:15 (외308),3,3
ESP239-00,스페인어산문강독,김찬기,월 13:30-14:45 (외304),수 13:30-14:45 (외304),3,2
ESP324-00,스페인어시와에세이,황수현,월 13:30-14:45 (외407),수 13:30-14:45 (외407),3,3
ESP333-00,스페인어작문,정원석,월 09:00-10:15 (외204),수 09:00-10:15 (외204),3,3
ESP118-00,스페인역사와문화,김선욱,금 09:00-11:45 (외303),,3,1
ESP350-00,스페인황금세기문학,권미선,화 10:30-11:45 (외306),목 10:30-11:45 (외306),3,3
ESP438-00,캡스톤디자인히스패닉세계연구,권미선,금 09:00-11:45 (외202),,3,4
ESP431-00,통상무역스페인어,임보영,월 13:30-14:45 (외405),수 13:30-14:45 (외405),3,4
EDU3341-G00,교과교수법(스페인어),김찬기,월 16:30-17:45 (외304),수 16:30-17:45 (외304),3,3
JP251-00,일본근현대문학의흐름,하타나카아이,화 16:30-17:45 (외402),목 16:30-17:45 (외402),3,2
JP231-00,일본어학의이해,이해미,월 09:00-10:15 (외305),수 09:00-10:15 (외305),3,2
JP115-00,일본현대사회와문화,김태경,화 15:00-16:15 (외402),목 15:00-16:15 (외402),3,1
JP401-00,졸업논문(일본어전공),김태경,- (),,0,4
JP376-00,동아시아미디어론,박신영,월 10:30-11:45 (외405),수 10:30-11:45 (외405),3,3
JP374-00,일본대중문화론,김태경,금 10:30-11:45 (외211),금 12:00-13:15 (외211),3,3
JP377-00,일본문학텍스트론,Teshima Takahiro,화 09:00-10:15 (외408(김우화 강의실)),목 09:00-10:15 (외408(김우화 강의실)),3,3
JP381-00,일본신화읽기,이창수,화 12:00-13:15 (외404),목 12:00-13:15 (외404),3,3
JP273-00,일본애니메이션론,김태경,화 10:30-11:45 (외405),목 10:30-11:45 (외405),3,2
JP481-00,일본어대조연구,이해미,월 10:30-11:45 (외302),수 10:30-11:45 (외302),3,4
JP411-00,일본어문서작성,Teshima Takahiro,월 13:30-14:45 (외204),수 13:30-14:45 (외204),3,4
JP213-00,일본어작문1,하타나카아이,월 16:30-17:45 (외406),수 16:30-17:45 (외406),3,2
JP233-00,일본어표현문법,조유미,화 12:00-13:15 (외211),목 12:00-13:15 (외211),3,2
JP476-00,일본역사와사상,Teshima Takahiro,화 10:30-11:45 (외408(김우화 강의실)),목 10:30-11:45 (외408(김우화 강의실)),3,4
JP211-00,중급일본어회화1,NISHINO ERIKO,월 13:30-14:45 (외201),수 13:30-14:45 (외201),3,2
JP211-01,중급일본어회화1,KITAUCHI DAITO,월 13:30-14:45 (외211),수 13:30-14:45 (외211),3,2
JP113-00,초급일본어1,조유미,화 13:30-14:45 (외211),목 13:30-14:45 (외211),3,1
JP113-01,초급일본어1,김미선,화 13:30-14:45 (외412),목 13:30-14:45 (외412),3,1
JP111-00,초급일본어회화1,KITAUCHI DAITO,월 15:00-16:15 (외211),수 15:00-16:15 (외211),3,1
JP111-01,초급일본어회화1,하타나카아이,월 15:00-16:15 (외406),수 15:00-16:15 (외406),3,1
JP111-02,초급일본어회화1,NISHINO ERIKO,월 15:00-16:15 (외201),수 15:00-16:15 (외201),3,1
JP378-00,캡스톤디자인-일본문화컨텐츠제작,이창수,금 13:30-14:45 (외202),금 15:00-16:15 (외202),3,3
JP380-00,한일문학번역과출판이론의실제,박신영,월 12:00-13:15 (외405),수 12:00-13:15 (외405),3,3
JP313-00,한일통번역연습,송경주,월 15:00-16:15 (외303),수 15:00-16:15 (외303),3,3
EDU3359-G00,교과교수법(외국어),김미선,목 16:30-17:45 (외301),목 18:00-19:15 (외301),3,3
EDU3193-G00,교과교육론(일본어),Teshima Takahiro,화 15:00-16:15 (외301),화 16:30-17:45 (외301),3,3
CHI408-00,졸업논문(중국어전공),박찬욱,- (),,0,4
CHI419-00,중국어의사소통의이해,박찬욱,화 16:30-17:45 (외412),목 16:30-17:45 (외412),3,4
CHI201-00,중국언어의이해,배재석,월 13:30-14:45 (외401),수 13:30-14:45 (외401),3,2
CHI201-01,중국언어의이해,박찬욱,월 13:30-14:45 (외403),수 13:30-14:45 (외403),3,2
CHI303-00,고급중국어회화1,WANG SIYU,화 10:30-11:45 (외302),목 10:30-11:45 (외302),3,3
CHI303-01,고급중국어회화1,LIANG YAOZHONG,화 10:30-11:45 (외304),목 10:30-11:45 (외304),3,3
CHI409-00,중국고전산문강독,노상균,화 13:30-14:45 (외306),목 13:30-14:45 (외306),3,4
CHI315-00,중국고전시가강독,노상균,월 13:30-14:45 (외306),수 13:30-14:45 (외306),3,3
CHI209-00,중국근현대사,주재우,월 10:30-11:45 (외308),수 10:30-11:45 (외308),3,2
CHI302-00,중국어문법2,박찬욱,화 15:00-16:15 (외412),목 15:00-16:15 (외412),3,3
CHI415-00,중국현대문학감상,김경석,월 10:30-11:45 (외403),수 10:30-11:45 (외403),3,4
CHI211-00,중급중국어강독,이수연,월 15:00-16:15 (외204),수 15:00-16:15 (외204),3,2
CHI203-00,중급중국어회화1,WANG SIYU,화 13:30-14:45 (외301),목 13:30-14:45 (외301),3,2
CHI203-01,중급중국어회화1,LIANG YAOZHONG,화 13:30-14:45 (외408(김우화 강의실)),목 13:30-14:45 (외408(김우화 강의실)),3,2
CHI103-02,초급중국어회화1,옥주,화 12:00-13:15 (외301),목 12:00-13:15 (외301),3,1
CHI103-03,초급중국어회화1,배규리,화 12:00-13:15 (외304),목 12:00-13:15 (외304),3,1
CHI417-00,캡스톤디자인(중국어),김경석,금 09:00-11:45 (외302),,3,4
CHI101-00,한문강독,민관동,화 15:00-16:15 (외403),목 15:00-16:15 (외403),3,2
CHI108-00,중국디지털인문정보,박찬욱,월 12:00-13:15 (외403),수 12:00-13:15 (외403),3,1
CHI108-01,중국디지털인문정보,이수연,월 12:00-13:15 (외404),수 12:00-13:15 (외404),3,1
