ID,NAME,PROF,TIME1,TIME2,CREDITS,YEAR
EE341-02,디지털통신,김윤희,월 12:00-13:15 (전445),수 12:00-13:15 (전445),3,3
EE341-03,디지털통신,홍인기,화 12:00-13:15 (전226),목 12:00-13:15 (전226),3,3
EE361-00,디지털회로설계및언어,홍상훈,금 10:30-13:15 (전445),,3,3
EE361-01,디지털회로설계및언어,최승규,월 15:00-16:15 (B09),수 15:00-16:15 (B09),3,3
EE364-00,마이크로프로세서,김동한,화 10:30-11:45 (전220),목 10:30-11:45 (전220),3,3
EE371-00,머신러닝개론,김정근,화 12:00-13:15 (전445),목 12:00-13:15 (전445),3,3
EE443-00,무선데이타통신,고한얼,월 16:30-17:45 (전226),수 16:30-17:45 (전226),3,4
EE321-00,반도체공학,김대원,화 13:30-14:45 (B09),목 13:30-14:45 (B09),3,3
EE321-01,반도체공학,유재수,수 15:00-16:15 (전211-1),금 15:00-16:15 (전211-1),3,3
EE321-02,반도체공학,이승현,월 10:30-11:45 (전211-1),수 10:30-11:45 (전211-1),3,3
EE496-00,반도체집적회로,이종욱,화 13:30-14:45 (전445),목 13:30-14:45 (전445),3,4
EE370-00,소프트웨어랩,최기호,화 09:00-12:50 (B07),,2,3
EE444-00,영상신호처리,김원하,화 10:30-11:45 (전103),목 10:30-11:45 (전103),3,4
EE442-00,이동통신,이계산,화 16:30-17:45 (전539),목 16:30-17:45 (전539),3,4
EE363-00,자동제어,김동한,화 13:30-14:45 (전226),목 13:30-14:45 (전226),3,3
EE204-00,전자기학II,백운식,화 13:30-14:45 (전220),목 13:30-14:45 (전220),3,2
EE366-00,전자회로실험,김창우,수 09:00-12:50 (전208),,2,3
EE324-00,전파통신실험,김상혁,목 09:00-12:50 (전333(전파공학실험실)),,2,3
EE213-00,객체지향프로그래밍및실습,서덕영,월 13:00-14:50 (전227),수 13:00-14:50 (전227),3,2
EE213-01,객체지향프로그래밍및실습,정해준,월 16:30-18:20 (B01),수 16:30-18:20 (B01),3,2
CPE107-01,스포츠심리학,신연지,수 13:30-16:15 (체206호),,3,1
CPE107-02,스포츠심리학,범철호,월 13:00-15:45 (체304호),목 15:00-17:45 (체307호),3,1
GI208-00,골프통계,범철호,화 15:00-17:45 (체309호),,3,2
GI207-00,글로벌스포츠경영,이정학,월 15:00-16:15 (체307호),수 15:00-16:15 (체307호),3,3
GI303-01,스포츠마케팅,이정학,월 10:30-11:45 (체308호),수 10:30-11:45 (체308호),3,3
GI400-01,졸업논문(골프경영학전공),범철호,토 08:00-08:50 (체105호),,0,4
GI102-01,골프룰판례및에티켓,장재관,월 13:00-15:45 (체306호),,3,1
GI201-02,골프산업,이지혜,수 16:30-19:15 (체308호),,3,2
GI411-00,골프상해와재활,이준희,목 09:00-11:45 (체307호),,3,4
GI103-01,골프스윙실습1,김경자,월 13:00-14:50 (교외 골프연습장),수 13:00-14:50 (교외 골프연습장),2,1
GI103-02,골프스윙실습1,송상규,월 13:00-14:50 (교외 골프연습장),수 13:00-14:50 (교외 골프연습장),2,1
GI317-00,골프영양및컨디셔닝,황든솔,월 09:00-10:15 (체205호),수 09:00-10:15 (체205호),3,3
GI302-01,골프장전문관리학I,박재용,월 16:30-19:15 (체206호),,3,3
GI404-01,골프전문피트니스,조현호,금 13:30-16:15 (체206호),,3,4
GI209-00,골프컨텐츠개발및창업,정재욱,화 09:00-11:45 (체206호),,3,2
GI105-01,골프클럽제작과피팅,하정훈,목 09:00-11:45 (체206호),,3,1
GI308-00,스포츠와법,범철호,목 15:00-17:45 (체206호),,3,3
GI205-01,토너먼트2,장재관,금 09:00-12:50 (교외골프장),,2,2
GI306-01,토너먼트4,이정학,금 09:00-12:50 (교외골프장),화 18:00-21:30 (체306호),2,3
SM208-01,기능해부학,왕준식,화 09:00-10:15 (체310호),목 09:00-10:15 (체310호),3,1
SM201-00,운동생리학,김정현,화 15:00-16:15 (체305호),목 15:00-16:15 (체305호),3,1
SM2011-00,운동손상,박지홍,월 13:00-15:45 (체310호),,3,1
SM424-00,졸업논문(스포츠의학전공),김정현,화 08:00-08:50 (체105호),,0,4
SM208-02,기능해부학,오성민,수 12:00-14:45 (체307호),,3,1
SM331-00,노인스포츠,한범석,금 13:30-15:20 (체305호),,2,3
SM333-00,도핑과에르고제닉스의과학,박현,화 09:00-11:45 (체308호),,3,3
SM327-01,독립심화학습1(스포츠의학과),길재호,금 15:30-18:15 (교수연구실),,3,3
SM327-02,독립심화학습1(스포츠의학과),박지홍,금 15:30-18:15 (교수연구실),,3,3
SM327-03,독립심화학습1(스포츠의학과),김정현,금 15:30-18:15 (교수연구실),,3,3
SM207-00,병태생리학,김미지,목 10:30-13:15 (체306호),일 13:00-14:50 (),3,2
SM330-00,스포츠마사지실습,성기석,목 09:00-10:50 (체106호),,1,3
SM321-00,스포츠의공학,박기주,월 09:00-11:45 (체306호),,3,3
SM335-00,스포츠테이핑실습,성기석,목 13:00-14:50 (체205호),,1,3
SM332-00,심폐소생술,문영재,화 17:00-18:50 (체B120호),,1,3
SM2011-01,운동손상,길재호,월 16:00-18:45 (체 310호),,3,2
SM320-00,운동손상평가,오성민,수 09:00-11:45 (체206호),,3,3
SM301-00,운동처방론,김미지,목 15:00-17:45 (체306호),,3,3
SM420-00,임상실습1,왕준식,토 13:00-14:50 (체308호),,2,4
SM328-00,임상역학,왕준식,화 13:30-14:45 (체310호),목 13:30-14:45 (체310호),3,3
SM336-00,저항운동과컨디셔닝,박지홍,화 13:00-14:50 (체 308호),,2,3
SM425-00,환경운동생리학,김정현,목 10:30-12:20 (체304호),,2,4
SC303-01,스포츠사회학,장주선,수 18:00-20:25 (체306호),,3,3
SC303-02,스포츠사회학,장주선,월 18:00-20:25 (체205호),,3,3
SC404-01,운동역학,류재균,화 09:00-11:45 (체105호),,3,4
SC404-02,운동역학,류재균,목 09:00-11:45 (체105호),,3,4
SC400-01,졸업논문(스포츠지도전공),이준희,토 08:00-08:50 (체105호),,0,4
SC308-01,코칭론,오채윤,월 13:00-15:45 (체205호),,3,3
SC308-02,코칭론,오채윤,화 13:00-15:45 (체205호),,3,3
SC101-01,검도,한송이,월 10:00-11:50 (체201호),,1,1
SC301-01,댄스스포츠,윤지인,목 16:00-17:50 (체B101호),,1,3
SC318-00,디지털헬스케어의이해,신연지,수 10:00-12:45 (체309호),,3,3
SC402-00,생활체육론,정주나,수 18:00-20:25 (체307호),,3,4
SC311-00,선수상해예방실습교육론,이준희,화 09:00-11:45 (체307호),,3,3
SC206-01,선수체력관리,정현철,화 09:00-12:50 (체306호),,3,2
SC317-00,성장기스포츠과학과건강,정현철,목 09:00-11:45 (체308호),,3,3
SC310-00,세계스포츠비교론,전문규,수 13:30-16:15 (체306호),,3,3
SC1011-00,수상스포츠(스포츠지도학),이준희,일 13:00-14:50 (),,1,1
SC1011-01,수상스포츠(스포츠지도학),오채윤,일 13:00-14:50 (),,1,1
SC1011-02,수상스포츠(스포츠지도학),손은영,일 13:00-14:50 (),,1,1
SC202-00,수영,정주나,토 13:00-14:50 (수영장),,1,1
SC2010-00,스포츠생활안전관리,이준희,월 09:00-11:45 (체307호),,3,2
SC312-00,스포츠선수의기능훈련,정현철,금 10:00-11:50 (체201호),,1,3
SC201-01,스포츠영상데이터분석론,김건탁,화 09:00-12:50 (체309호),,3,2
SC409-00,스포츠윤리학,신명식,수 09:00-11:45 (체305호),,3,4
SC403-01,스포츠현장실습,오경록,화 16:00-19:50 (체205호),,3,4
SC304-00,야영과캠핑,김상훈,금 20:00-21:50 (체105호),,1,3
SC305-01,에어로빅댄스,탁슬기,화 15:00-16:50 (체B101호),,1,3
SC209-00,여가학개론,윤지인,화 10:30-13:15 (체304호),,3,2
SC209-01,여가학개론,윤지인,화 13:30-16:15 (체304호),,3,2
SC2012-00,요트,박기동,토 13:00-14:50 (교외강의실),,1,2
SC410-00,점핑플라이오메트릭,김건탁,목 10:00-11:50 (체215-2호),,1,3
SC204-01,체조I,여홍철,월 15:00-16:50 (체215-1호),,1,2
SC105-01,탁구,지남용,금 10:00-11:50 (체B103호),,1,1
PE216-00,스포츠의사회학적이해,한광령 / 조경훈,화 12:00-13:15 (체206호),목 12:00-13:15 (체206호),3,2
PE301-01,스포츠행정과정책,한광령 / 조경훈,화 13:30-14:45 (체206호),목 13:30-14:45 (체206호),3,3
PE400-00,졸업논문(체육학전공),이정민,일 20:00-20:50 (체206호),,0,4
PE101-00,체육교수방법론,김철민,화 10:30-13:15 (체205호),,3,1
PE203-01,농구I,정건철,수 18:00-19:50 (체201호),,1,2
PE313-00,독립심화학습1(체육학과),한광령 / 이정민,토 09:00-11:45 (교수연구실),,3,3
PE205-01,배구I,임승재,목 09:00-10:50 (체213호),,1,2
PE302-01,배드민턴I,최수연,수 10:00-11:50 (체215-3호),,1,3
PE1011-00,수상스포츠(체육학),이정민,일 13:00-14:50 (),,1,1
PE1011-01,수상스포츠(체육학),조경훈,일 13:00-14:50 (),,1,1
PE1011-02,수상스포츠(체육학),한욱진,일 13:00-14:50 (),,1,1
PE102-01,수상인명구조법1,함경수,토 09:00-10:50 (교외수영장),,1,1
PE218-00,스포츠생리학,정현철,수 13:30-16:15 (체310호),,3,2
PE318-00,스포츠와AI,박외진,월 09:00-11:45 (체310호),,3,3
PE316-00,스포츠와창업,신현경,월 09:00-11:45 (체305호),,3,3
PE306-01,스포츠프로그램구성론,문희수,화 15:00-17:45 (체307호),,3,3
PE1010-00,야영과힐링1,한광령 / 이정민,일 09:00-10:50 (),,1,1
PE219-00,야영과힐링2,이정민,일 09:00-10:50 (),,1,2
PE107-01,체육원리,정건철,목 18:00-20:25 (체206호),,3,1
PE201-01,체육측정평가,이재문,화 09:00-10:15 (체305호),목 09:00-10:15 (체305호),3,2
PE106-01,체육통계학,한범석,금 09:00-11:45 (체309호),,3,1
PE307-01,체육학습분석론,한욱진,화 18:00-20:25 (체305호),,3,3
PE213-01,축구1,전기록,목 10:00-11:50 (필드하키장),,1,2
PE308-01,테니스I,강홍찬,수 14:00-15:50 (1호관테니스장),,1,3
PE105-00,한국체육사,김미숙,목 18:00-20:25 (체205호),수 15:00-17:45 (체305호),3,1
TK401-01,졸업논문(태권도학전공),임신자,토 08:00-09:00 (교수연구실 체420호),,0,4
TK101-01,태권도개론,김은지,화 10:30-11:45 (체310호),목 10:30-11:45 (체310호),3,1
TK101-02,태권도개론,석류,월 18:00-20:25 (체305호),,3,1
TK301-01,태권도사,김효림,화 13:30-14:45 (체305호),목 13:30-14:45 (체305호),3,3
TK301-02,태권도사,정권혁,월 18:00-20:25 (체306호),수 18:00-20:35 (체206호),3,3
TK203-01,유급자품새,전민우,월 13:30-14:45 (체B119호),수 13:30-14:45 (체B119호),2,2
TK203-02,유급자품새,전민우,화 09:00-10:15 (체B119호),목 09:00-10:15 (체B119호),2,2
TK306-01,태권도경기지도법,홍일화,목 12:00-15:50 (체 113호),,3,3
TK306-02,태권도경기지도법,전정우,수 18:00-21:30 (체305호),금 13:30-18:20 (체308호),3,3
TK307-01,태권도과학측정론,강효정,월 09:00-10:15 (체308호),수 09:00-10:15 (체308호),3,3
TK307-02,태권도과학측정론,송정명,화 15:00-16:15 (체310호),목 15:00-16:15 (체309호),3,3
TK105-00,태권도기초동작,정명규,월 13:00-14:50 (체106호),,1,1
TK105-01,태권도기초동작,송선영,수 15:00-16:50 (체B118호),,1,1
TK308-01,태권도성장발달론,김무성,월 15:00-16:15 (체308호),수 15:00-16:15 (체308호),3,3
TK308-02,태권도성장발달론,유덕수,월 18:00-20:25 (체308호),,3,3
TK102-01,태권도연습I,임신자,목 17:00-18:50 (체201호),,1,1
TK102-02,태권도연습I,윤은혜,목 19:15-21:05 (체B119호),,1,1
TK204-01,태권도연습III,오철희,목 17:00-18:50 (체B120호),,1,2
TK204-02,태권도연습III,김효림,목 19:15-21:05 (체B120호),,1,2
TK210-01,태권도익스트림,박선학,월 10:30-11:45 (체B118호),수 10:30-11:45 (체B118호),2,2
TK210-02,태권도익스트림,이세동,화 18:00-20:25 (체106호),,2,2
TK311-01,태권도전공실기1,박선학,목 17:00-18:50 (선승관태권도장),,1,3
TK311-02,태권도전공실기1,유덕수,목 19:15-21:05 (선승관태권도장),,1,3
TK403-01,태권도전공실기3,박선학,목 17:00-18:50 (체106호),,1,4
TK403-02,태권도전공실기3,전정우,목 19:15-21:05 (체B118호),,1,4
TK310-01,태권도프로그램개발론,양혜진,목 14:00-15:50 (체308호),,2,3
TK310-02,태권도프로그램개발론,송현수,수 10:30-12:20 (체306호),,2,3
TK104-01,태권체조,송선영,수 13:00-14:50 (체B120호),,1,1
TK207-01,택견1,박인준,월 10:30-12:20 (체B119호),,1,2
TK207-02,택견1,박인준,수 15:00-16:50 (체B120호),,1,2
EDU3101-G00,교육과정,이서인,목 13:30-15:20 (멀402),,2,2
EDU3101-G01,교육과정,이서인,목 15:30-17:20 (멀402),,2,2
EDU3103-G01,교육방법및교육공학,임병노,화 11:00-12:50 (멀402),,2,3
EDU4101-G01,교육봉사활동1,임병노,- (),,1,4
EDU4102-G01,교육봉사활동2,임병노,- (),,1,4
EDU2101-G01,교육사회학,남기석,화 13:30-15:20 (멀402),,2,2
EDU2101-G02,교육사회학,남기석,화 15:30-17:20 (멀402),,2,2
EDU2102-G02,교육심리학,박미연,목 13:30-15:20 (멀604),,2,2
EDU2102-G03,교육심리학,한지수,목 11:00-12:50 (멀402),,2,2
EDU2103-G02,교육철학및교육사,예철해,월 15:30-17:20 (멀402),,2,2
EDU2104-G01,교육학개론,임병노,월 11:00-12:50 (멀402),,2,2
EDU4104-G01,교육행정및교육경영,김병찬,월 13:30-15:20 (멀604),,2,4
EDU4104-G02,교육행정및교육경영,김병찬,월 15:30-17:20 (멀604),,2,4
EDU3105-G02,교직실무,이미숙,금 13:30-15:20 (멀604),,2,3
EDU3105-G03,교직실무,이미숙,금 15:30-17:20 (멀604),- (),2,3
EDU3106-G03,특수교육학개론,윤송하,금 13:30-15:20 (멀402),,2,3
EDU3106-G04,특수교육학개론,윤송하,금 11:00-12:50 (멀402),,2,3
EDU2107-G02,학교폭력 예방 및 학생의 이해,예철해,월 13:30-15:20 (멀402),,2,2
EDU4103-G00,학교현장실습,임병노,수 09:00-10:50 (멀402),,2,4
EDU4103-G01,학교현장실습,임병노,수 11:00-12:50 (멀402),화 10:30-11:45 (멀513),2,4
ME382-01,독립심화학습1(기계공학과),최동휘 / 송재만,토 12:00-14:45 (공142-2호),,3,"3,4"
ME382-02,독립심화학습1(기계공학과),김형진 / 유원종 / 김상현,토 12:00-14:45 (공371호),,3,"3,4"
GK3024-00,Independent Learning and Research (Global Korean Studies),안지연,토 09:00-10:00 (국207호),,3,3
APHY3608-00,독립심화학습(응용물리)1,김선경,금 - (),,3,3
APHY3608-01,독립심화학습(응용물리)1,김선경,금 - (),,3,3
APHY3608-02,독립심화학습(응용물리)1,김선경,금 - (),화 12:00-14:45 (멀608),3,3
APCH4605-02,독립심화학습1(응용화학과),강경태,금 - (),,3,4
AE472-00,건물에너지설계,정인영,목 16:30-19:15 (공149호),,3,3
FT3086-02,독립심화학습1(연극영화학),이영석,월 09:30-12:30 (예B166),,3,3
FT3086-03,독립심화학습1(연극영화학),이영석,월 09:30-12:30 (예B166),,3,3
FT3086-04,독립심화학습1(연극영화학),이효인,월 09:30-12:30 (예B139),,3,3
FT3086-05,독립심화학습1(연극영화학),이효인,월 09:30-12:30 (예B139),,3,3
FT3086-06,독립심화학습1(연극영화학),이효인,월 09:30-12:30 (예B139),,3,3
FT3086-07,독립심화학습1(연극영화학),이효인,월 09:30-12:30 (예B139),,3,3
IS3520-05,Independent Learning & Research (International Studies),이젬마,토 09:00-11:45 (국207호),수 10:30-13:15 (멀B114),3,3
APCH4605-03,독립심화학습1(응용화학과),이민형,금 - (),,3,4
APCH4605-04,독립심화학습1(응용화학과),이민형,금 - (),,3,4
APCH4605-05,독립심화학습1(응용화학과),이민형,금 - (),,3,4
APCH4605-06,독립심화학습1(응용화학과),김병곤,금 - (),,3,4
APCH4605-07,독립심화학습1(응용화학과),김민호,금 - (),,3,4
APHY3608-03,독립심화학습(응용물리)1,이호선,금 - (),,3,3
FT3086-08,독립심화학습1(연극영화학),이효인,월 09:30-12:30 (예B139),,3,3
AMTH4012-00,졸업논문(응용수학과),김정산,금 - (),- (),0,4
ESP325-00,스페인어희곡,권미선,금 13:30-14:45 (외406),금 15:00-16:15 (외406),3,3
SWCON363-00,독립심화학습1(소프트웨어융합학과),이원희,수 18:00-20:45 (전137),월 18:30-19:20 (전205),3,3
EE368-01,독립심화학습1(전자공학과),윤상웅,토 09:00-11:45 (),,3,3
EE368-02,독립심화학습1(전자공학과),윤상웅,토 09:00-11:45 (),,3,3
EE368-03,독립심화학습1(전자공학과),이응규,토 09:00-11:45 (),,3,3
EE368-04,독립심화학습1(전자공학과),이응규,토 09:00-11:45 (),,3,3
EE368-05,독립심화학습1(전자공학과),윤상웅,토 09:00-11:45 (),,3,3
EE369-01,독립심화학습2(전자공학과),박욱,토 09:00-11:45 (),,3,3
EE369-02,독립심화학습2(전자공학과),최기호,토 09:00-11:45 (),,3,3
EE369-03,독립심화학습2(전자공학과),최민석,토 09:00-11:45 (),,3,3
EE369-04,독립심화학습2(전자공학과),최민석,토 09:00-11:45 (),,3,3
SPACE493-10,독립심화학습1(우주과학과),진호,금 - (),,3,3
GK3012-00,Advanced Korean 1,김경표,금 10:30-13:15 (국208호),,3,3
GK3013-00,Advanced Korean 2,이영주,화 13:30-16:15 (국204호),,3,3
ME481-05,캡스톤디자인2(기계공학),이순걸,금 09:00-11:45 (공B105호),,3,4
ME481-06,캡스톤디자인2(기계공학),최진환,금 09:00-11:45 (공142-1호),,3,4
ME481-07,캡스톤디자인2(기계공학),임성수,금 09:00-11:45 (공148호),,3,4
ME481-08,캡스톤디자인2(기계공학),구준모,금 09:00-11:45 (공263호),,3,4
ME481-09,캡스톤디자인2(기계공학),이병찬,금 09:00-11:45 (공363호),,3,4
ME481-10,캡스톤디자인2(기계공학),정인화,금 13:30-16:15 (공363호),,3,4
ME481-11,캡스톤디자인2(기계공학),이충엽,금 09:00-11:45 (유체물리전산공학혁신 연구실),,3,4
ME481-12,캡스톤디자인2(기계공학),김형진,금 09:00-11:45 (멀티스케일에너지재료및가공학생실(Multiscale Energy Materials&Procession Lab)),,3,4
ME481-13,캡스톤디자인2(기계공학),유원종,금 09:00-11:45 (실211호),,3,4
ME481-14,캡스톤디자인2(기계공학),송재만,금 09:00-11:45 (멀티스케일에너지재료및가공실험실(Multiscale Energy Materials&Procession Lab)),,3,4
ME481-15,캡스톤디자인2(기계공학),김상현,금 09:00-11:45 (공307호),,3,4
IS2505-01,Korean Politics and Economy,정연경,화 12:00-13:15 (국204호),목 12:00-13:15 (국204호),3,2
IS3406-01,North Korea and Inter-Korean Relations,허지영,월 12:00-13:15 (국101-2호),수 12:00-13:15 (국101-2호),3,3
VID2022-01,디자인씽킹,정지연 / 신지영,수 11:00-12:50 (예401),수 09:00-11:00 (예401),3,2
VID3037-02,캡스톤디자인(시각디자인학)1,박상희 / 한희석,목 16:30-18:00 (예415),목 18:00-19:20 (예415),3,4
VID3037-03,캡스톤디자인(시각디자인학)1,김은정,화 10:00-12:50 (LAB실),,3,4
VID2011-01,타이포그래피,장수영,화 09:00-12:50 (예415),,3,2
FT2023-01,디지털편집실습,안준성,금 14:00-17:50 (예225),,3,2
FT2076-01,초급영화이론,이효인,화 09:30-13:20 (예B139),,3,2
SWCON363-01,독립심화학습1(소프트웨어융합학과),이원희,금 18:00-20:45 (전137),,3,3
DC303-01,VFX제작,김상준,목 13:30-17:20 (예706),,3,3
DC207-01,사운드디자인,조남준,금 13:30-17:20 (예705),,3,2
DC219-01,애니메이션연구,장우린,월 09:00-12:50 (예706),,3,2
SPACE493-11,독립심화학습1(우주과학과),최윤영,금 - (),,3,3
CSE495-01,독립심화학습1(컴퓨터공학),김정욱,금 18:00-20:45 (전226),,3,3
CSE496-01,연구연수활동1(컴퓨터공학),김정욱,월 18:00-19:50 (B07),,1,4
EDU3200-G00,교과교육론(스페인어),김찬기,화 16:30-17:45 (외304),목 16:30-17:45 (외304),3,3
CSE406-01,캡스톤디자인,박성배,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-02,캡스톤디자인,유인태,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-03,캡스톤디자인,조진성,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-04,캡스톤디자인,이영구,금 18:00-20:45 (B09),,3,4
CSE406-05,캡스톤디자인,이승규,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-06,캡스톤디자인,전석희,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-08,캡스톤디자인,최진우,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-09,캡스톤디자인,김성태,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-10,캡스톤디자인,박경문,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-11,캡스톤디자인,Chaoning Zhang,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-12,캡스톤디자인,김정욱,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-13,캡스톤디자인,장대희,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-14,캡스톤디자인,허선영,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
CSE406-15,캡스톤디자인,강선무,화 19:30-20:45 (B09),목 19:30-20:45 (B09),3,4
ID3012-01,UX디자인,김유빈,금 13:30-17:20 (예305),,3,3
SWCON103-01,디자인적사고,성무진,금 09:00-12:50 (전226),,3,1
CSE495-02,독립심화학습1(컴퓨터공학),이원희,월 18:00-20:45 (전509),,3,3
CSE496-02,연구연수활동1(컴퓨터공학),김휘용,금 18:00-19:50 (B09),,1,4
CSE496-03,연구연수활동1(컴퓨터공학),장대희,금 18:00-19:50 (B09),,1,4
CSE496-04,연구연수활동1(컴퓨터공학),김휘용,금 18:00-19:50 (B07),,1,4
CSE496-05,연구연수활동1(컴퓨터공학),전석희,금 18:00-19:50 (B07),,1,4
CSE496-06,연구연수활동1(컴퓨터공학),최진우,금 18:00-19:50 (B07),월 18:00-19:50 (멀202),1,4
BME314-01,독립심화학습1(생체의공학과),이진석,토 09:00-11:45 (전103),,3,3
EE497-00,종합설계(전자공학),최우준,목 18:30-21:15 (전205),,3,4
EE497-01,종합설계(전자공학),최승규,목 18:30-21:15 (전205),,3,4
EE497-02,종합설계(전자공학),최승규,목 18:30-21:15 (전205),,3,4
EE497-03,종합설계(전자공학),최승규,목 18:30-21:15 (전205),,3,4
EE497-04,종합설계(전자공학),임영현,목 18:30-21:15 (전205),,3,4
EE497-05,종합설계(전자공학),이응규,목 18:30-21:15 (전205),,3,4
EE497-06,종합설계(전자공학),이응규,목 18:30-21:15 (전205),,3,4
EE497-07,종합설계(전자공학),이승환,목 18:30-21:15 (전205),,3,4
EE497-08,종합설계(전자공학),이승환,목 18:30-21:15 (전205),,3,4
EE497-09,종합설계(전자공학),이승현,목 18:30-21:15 (전205),,3,4
EE497-10,종합설계(전자공학),이승현,목 18:30-21:15 (전205),,3,4
EE497-11,종합설계(전자공학),박욱,목 18:30-21:15 (전205),,3,4
EE497-12,종합설계(전자공학),김대원,목 18:30-21:15 (전205),,3,4
EE497-13,종합설계(전자공학),김대원,목 18:30-21:15 (전205),,3,4
EE497-14,종합설계(전자공학),홍상훈,목 17:00-19:45 (전205),,3,4
EE497-15,종합설계(전자공학),홍상훈,목 18:30-21:15 (전205),,3,4
EE497-16,종합설계(전자공학),홍상훈,목 18:00-21:15 (전205),,3,4
EE497-17,종합설계(전자공학),홍상훈,목 19:00-22:15 (전205),,3,4
EE497-18,종합설계(전자공학),홍상훈,목 18:00-21:15 (전205),,3,4
EE497-19,종합설계(전자공학),홍상훈,목 18:00-21:15 (전205),,3,4
EE497-20,종합설계(전자공학),홍상훈,목 18:00-21:15 (전205),,3,4
EE497-21,종합설계(전자공학),홍상훈,목 18:00-21:15 (전205),,3,4
EE497-22,종합설계(전자공학),홍상훈,목 17:00-20:00 (전205),,3,4
EE497-23,종합설계(전자공학),홍상훈,목 18:00-21:15 (전205),,3,4
EE497-24,종합설계(전자공학),김동한,목 18:00-21:15 (전205),,3,4
EE497-25,종합설계(전자공학),김동한,목 18:00-20:45 (전205),,3,4
EE497-26,종합설계(전자공학),김동한,목 18:00-20:45 (전205),,3,4
EE497-27,종합설계(전자공학),김동한,목 18:00-21:15 (전205),,3,4
EE497-28,종합설계(전자공학),임영현,목 18:00-20:45 (전205),,3,4
EE497-29,종합설계(전자공학),임영현,목 18:00-20:45 (전205),,3,4
EE497-30,종합설계(전자공학),이종욱,목 18:00-20:45 (전205),,3,4
EE497-31,종합설계(전자공학),이종욱,목 18:00-20:45 (전205),,3,4
EE497-32,종합설계(전자공학),박욱,목 18:00-20:45 (전205),,3,4
EE497-33,종합설계(전자공학),최민석,목 18:00-20:45 (전205),,3,4
EE497-34,종합설계(전자공학),김동한,목 18:00-20:45 (전205),,3,4
EE497-35,종합설계(전자공학),정해준,목 18:00-20:45 (전205),,3,4
EE497-36,종합설계(전자공학),정해준,목 18:00-20:45 (),,3,4
EE497-37,종합설계(전자공학),김규헌,목 18:00-20:45 (전205),,3,4
EE497-38,종합설계(전자공학),김대원,목 18:00-20:45 (전205),,3,4
EE497-39,종합설계(전자공학),김대원,목 18:00-20:45 (전205),,3,4
EE497-40,종합설계(전자공학),김대원,목 18:00-20:45 (전205),,3,4
EE497-41,종합설계(전자공학),김대원,목 18:00-20:45 (전205),,3,4
EE497-42,종합설계(전자공학),김대원,목 18:00-20:45 (전205),,3,4
EE497-43,종합설계(전자공학),김대원,목 18:00-20:45 (전205),,3,4
EE497-44,종합설계(전자공학),김대원,목 18:00-20:45 (전205),,3,4
EE497-45,종합설계(전자공학),김동한,목 18:00-20:45 (전205),,3,4
EE497-46,종합설계(전자공학),김동한,목 18:00-20:45 (전205),,3,4
EE497-47,종합설계(전자공학),김동한,목 18:00-20:45 (전205),,3,4
EE497-48,종합설계(전자공학),김동한,목 18:00-20:45 (전205),,3,4
EE497-49,종합설계(전자공학),김상혁,목 18:00-20:45 (전205),,3,4
EE497-50,종합설계(전자공학),김상혁,목 18:00-20:45 (전205),,3,4
EE368-06,독립심화학습1(전자공학과),이종욱,토 09:00-11:45 (),월 09:00-10:50 (멀405),3,3
EE209-03,논리회로,유재수,월 12:00-13:15 (전226),수 12:00-13:15 (전226),3,2
EE202-03,회로이론,박정환,월 10:30-11:45 (전539),수 10:30-11:45 (전539),3,2
EE369-05,독립심화학습2(전자공학과),김대원,토 09:00-11:45 (),,3,3
EE369-06,독립심화학습2(전자공학과),김대원,토 09:00-11:45 (),,3,3
EE369-07,독립심화학습2(전자공학과),김대원,토 09:00-11:45 (),,3,3
APCH1101-08,화학및실험1,김민호,화 15:00-16:50 (멀309),목 15:00-16:50 (멀403),3,1
EE368-07,독립심화학습1(전자공학과),김상혁,토 09:00-11:45 (),,3,3
LA339-04,독립심화학습1(환경조경디자인학),김신원,화 17:30-20:15 (예506),,3,3
EE497-51,종합설계(전자공학),김상혁,목 18:00-20:45 (전205),,3,4
EE497-52,종합설계(전자공학),홍상훈,목 18:00-20:45 (전205),,3,4
ESP438-01,캡스톤디자인히스패닉세계연구,권미선,금 09:00-11:45 (외202),,3,4
ESP438-02,캡스톤디자인히스패닉세계연구,권미선,금 09:00-11:45 (외202),,3,4
RU4402-01,캡스톤디자인(러시아연구),권세은,화 12:00-13:15 (외402),목 12:00-13:15 (외402),3,4
